URL,Title,Image-source,Sub-title
content/meghan-accuses-palace-of-perpetuating-falsehoods-in-new-oprah-clip.html,Meghan accuses palace of 'perpetuating falsehoods' in new Oprah clip,files/12Punkt/6 MAGAZINE/Royals/04032021MeghanHarry.jpg,"The Duchess of Sussex has said she cannot be expected to remain silent about her experiences of palace life if the royal family is “perpetuating falsehoods” about her and Prince Harry. Dismissing the consequences of speaking out, Meghan said a lot had “been lost already”. In a second trailer for the couple’s much anticipated interview, the US chatshow host Oprah Winfrey asks the duchess: “How do you feel about the palace hearing you speak your truth today?”"
content/trump-can-t-even-pretend-to-want-to-fix-police-brutality.html,Trump Can’t Even Pretend to Want to Fix Police Brutality,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202006TrumOpinion.jpg,"Seemingly recognizing that a majority of Americans appear to back the racial justice protesters who have taken to the streets across the country following the police killing of George Floyd, the president’s team has sought to temper his “law and order” message and even to suggest that he is considering reforming the nation’s policing system."
content/how-my-family-created-the-world-s-most-dangerous-man.html,How My Family Created the World’s Most Dangerous Man,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202006DonaleTrumMary.jpg,"Donald Trump is a president who’s launched a thousand tell-alls by high-profile journalists and former administration officials alike. What, one might ask, is there left to learn? But Mary L. Trump’s forthcoming memoir about her famous family, Too Much and Never Enough, nonetheless promises to be one of the sizzling must-reads of the summer 2020 election season."
content/feds-seize-68-lions-tigers-and-other-big-cats-from-park-in-oklahoma.html,"Feds seize 68 lions, tigers and other big cats from Park in Oklahoma",files/12Punkt/6 MAGAZINE/Movies/TigerKing/20052021TigerKing.jpg,"Federal agents have seized 68 lions, tigers and other big cats from the Oklahoma couple who took over an animal park featured in the Netflix documentary series Tiger King. The Justice Department said Thursday that a jaguar and lion-tiger hybrids were also among the animals that authorities recovered from the Tiger King Park in Thackerville, Okla., over three days this month."
content/the-biggest-snubs-and-surprises.html,The biggest snubs and surprises,files/12Punkt/6 MAGAZINE/Movies/03022021MankGoldenGlobes.jpg,"The Golden Globe nominations 2021 have arrived, triggering a slew of shocking snubs and surprises. One of the most egregious snubs? A complete shutout in the best-drama category for Black-led films, including predicted nominees like Spike Lee’s Da 5 Bloods, Regina King’s One Night in Miami…, George C. Wolfe’s Ma Rainey’s Black Bottom, and Shaka King’s Judas and the Black Messiah. All four films, particularly Lee and Wolfe’s star-studded dramas, have been awards-season front-runners for weeks, making their snubs all the more confusing."
content/hackers-test-defenses-of-trump-campaign-websites.html,Hackers test defenses of Trump campaign websites,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202009TrumpCampaign01.jpg,"Hackers have stepped up efforts to knock Trump campaign and business websites offline ahead of the U.S. election, in what a security firm working for the campaign said could be preparation for a larger digital assault, according to emails seen by Reuters."
content/new-mac-ransomware-is-even-more-sinister-than-it-appears.html,New Mac ransomware is even more sinister than it appears,files/12Punkt/5 COMPANIES/Unternehmen/Apple/202007AppleRansomware.jpg,"The threat of ransomware may seem ubiquitous, but there haven't been too many strains tailored specifically to infect Apple's Mac computers since the first full-fledged Mac ransomware surfaced only four years ago."
content/grammy-awards-postponed-weeks-before-ceremony-over-covid-concerns.html,Grammy awards postponed weeks before ceremony over Covid concerns,files/12Punkt/6 MAGAZINE/Music/20210105Grammys.jpg,The 2021 Grammy awards will be postponed after a steady increase in Covid-19 cases in California.
content/new-york-prosecutors-investigating-financial-dealings-of-manhattan-properties.html,New York Prosecutors investigating financial dealings of Manhattan properties,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202006DonaldTrumpLow.jpg,"The Manhattan District Attorney’s Office is investigating financial dealings regarding former President Trump’s Manhattan properties, people familiar with the matter told The Wall Street Journal. The newspaper reported that the Manhattan District Attorney’s Office is probing loans that Trump took out for the buildings that were made by subsidiaries of real-estate investment trust Ladder Capital. Ladder Capital has lent Trump over $280 million for the four buildings since 2012, the newspaper reported, citing property records."
content/how-donald-trump-can-raise-his-political-game-against-joe-biden.html,How Donald Trump can raise his political game against Joe Biden,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202008TrumpOpinion.jpg,"Recent polling indicates that Donald Trump is losing the 2020 election. Even states like Texas are now in play. The president’s campaign is in need of a focused, effective message. Rather than spend time attacking Joe Biden’s cognitive function, Trump must hone a revised version of his 2016 banner: Biden and the political left are a threat to the wellbeing of working and middle class Americans. If the president drives this message home consistently until election day, he can win in November."
content/marilyn-manson-dropped-by-record-label-amid-abuse-allegations.html,Marilyn Manson dropped by record label amid  abuse allegations,files/12Punkt/6 MAGAZINE/Music/02022021MarilynManson.jpg,"In the wake of Evan Rachel Wood’s announcement that Marilyn Manson “horrifically abused” her for years when they were in a relationship, Loma Vista Recordings, which released Manson’s three most recent albums, has parted ways with the singer."
content/now-she-wants-to-remove-her-father-as-guardian.html,Now she wants to remove her father as guardian,files/12Punkt/6 MAGAZINE/Music/202008BritneySpears.jpg,Britney Spears is seeking to make major changes to the court-appointed conservatorship that has controlled various aspects of her life since a public breakdown in 2008.
content/japan-decries-wartime-sex-slave-statue-likened-to-shinzo-abe.html,Japan decries wartime sex slave statue likened to Shinzo Abe,files/12Punkt/1 NEWSROOM/Japan/202007JapanBrothelsAbe.jpg,"Japan has reacted angrily to statues in South Korea that appear to depict the Japanese prime minister, Shinzo Abe, prostrating himself before a young woman who represents tens of thousands of wartime sex slaves."
content/the-super-wealthy-enclave-harry-and-meghan-now-call-home.html,The super-wealthy enclave Harry and Meghan now call home,files/12Punkt/4 MARKETS/Real Estate/202008Montecito1.jpg,"here are moments, as you make the 90-minute drive up the coast from Los Angeles to Montecito, where Prince Harry and Meghan have set up their new home, when you can almost imagine you are heading into an unspoilt wilderness."
content/former-dhs-secretaries-call-on-senate-to-approve-jan-6-commission.html,Former DHS secretaries call on Senate to approve Jan. 6 commission,files/12Punkt/1 NEWSROOM/America/Capitol/20210107A4.jpg,"Four former secretaries of Homeland Security on Thursday urged the Senate to approve an independent commission to investigate the Capitol riots of Jan. 6 as Republicans appear poised to block the creation of such a panel. Michael Chertoff and Tom Ridge, who served in the George W. Bush administration, and Janet Napolitano and Jeh Johnson, who served as DHS secretaries in the Obama administration, called on the Senate to ""put politics aside and create a bipartisan, independent 9/11-style commission to investigate the January 6 attack on the Capitol."""
content/meghan-mccain-defends-fox-news-pushing-fake-stories.html,Meghan McCain defends Fox News pushing fake stories,files/12Punkt/1 NEWSROOM/America/MeghanMcCain/28042021MeghanMcCain.jpg,"You would think that any reasonable person would agree that repeatedly pushing demonstrably false stories on the most-watched cable news outlet is not a good thing. But when the person is Meghan McCain and the network is Fox News, that is apparently not the case."
content/crackdown-on-tech-industry-s-legal-shield.html,Crackdown on tech industry's legal shield,files/12Punkt/3 BUSINESS/Tech/202006TechComp.jpg,The Justice Department will propose a major update Wednesday to the law that shields internet companies from liability for content on their sites — a move that follows President Donald Trump's call for platforms like Twitter and Facebook to be held to account for decisions found to be politically biased.
content/madman-racist-sexist-pig-new-book-details-obama-s-real-thoughts-on-trump.html,"‘Madman … racist, sexist pig’: new book details Obama’s real thoughts on Trump",files/12Punkt/1 NEWSROOM/America/BarrackMichelleObama/19052021BarackTrump.jpg,"For much of Donald Trump’s presidency, Barack Obama largely abided by the convention that former presidents do not publicly criticize or attack their successors. Obama jettisoned any such caution during the 2020 election that put his own vice-president, Joe Biden, in the White House. But behind the scenes, with donors and advisers, Obama was reportedly much more candid."
content/federal-judge-accuses-ny-times-wapo-of-being-democratic-party-broadsheets.html,"Federal judge accuses NY Times, WaPo of being 'Democratic Party broadsheets'",files/12Punkt/3 BUSINESS/Media/NewYorkTimes/202006MediaNYT.jpg,A federal appeals court judge in his dissenting opinion in a defamation case on Friday accused The New York Times and The Washington Post of being “Democratic Party broadsheets.”
content/actor-esme-bianco-accuses-marilyn-manson-of-physical-abuse.html,Actor Esmé Bianco accuses Marilyn Manson of physical abuse,files/12Punkt/6 MAGAZINE/Movies/11022021EmeBianco-1.jpg,"After hinting that she was also a Manson survivor in an Instagram post last week — joining fellow actress Evan Rachel Wood and at least five other women — Bianco detailed to the Cut the abuse Manson allegedly inflicted on her during the few months she lived with the shock rocker, including accusations that Manson inflicted wounds like cuts and bruises that left permanent scars on her body."
content/far-right-and-fascist-republicans-embrace-trump-in-effort-to-reclaim-senate.html,Far-right  and fascist Republicans embrace Trump in effort to reclaim Senate,files/12Punkt/1 NEWSROOM/America/DonaldTrump/09032021DonaldTrump.jpg,"The top Republican candidates hoping to win back control of the Senate have embraced former President Trump as a kind of running mate in the first weeks of their campaigns, a recognition that the ousted president is still the party’s best fundraiser and most recognizable figure even from exile in Florida. Rep. Mo Brooks (R-Ala.), who has Trump’s endorsement in the race to replace retiring Sen. Richard Shelby (R), mentioned the former president seven times in a press release announcing his candidacy. His leading rival, former Ambassador Lynda Blanchard (R), recently held a fundraiser at Trump’s Mar-a-Lago resort."
content/biden-white-house-reverses-on-its-refugee-cap-reversal.html,Biden White House reverses on its refugee cap reversal,files/12Punkt/1 NEWSROOM/America/Asylum/202007Asylum.jpg,"Weeks after abandoning the number, President Joe Biden once again set a 62,500 cap on refugees allowed into the United States for the rest of this fiscal year, the White House announced on Monday. The number delivers on an increase Biden initially promised in February, though still falls short of what he had pledged during the campaign. It marks a stunning and rapid turnaround after the White House said several weeks ago it would keep the number of refugees allowed into the United States at a historic low of 15,000 — a ceiling first implemented by President Donald Trump."
content/eminem-lends-hand-to-biden-with-lose-yourself-campaign-ad.html,Eminem lends hand to Biden with 'Lose Yourself' campaign ad,files/12Punkt/6 MAGAZINE/Music/02202011Eminem.jpg,"Eminem signaled support for Democratic presidential nominee Joe Biden this week by allowing Biden's campaign to use his hit single ""Lose Yourself"" in a new advertisement. The 45-second ad, filmed in black and white, shows people standing in line to vote wearing masks while the lyrics to the rapper's hit song play."
content/joe-biden-establishes-commission-to-study-expanding-supreme-court.html,Joe Biden establishes commission to study expanding Supreme Court,files/12Punkt/1 NEWSROOM/America/SCOTUS/29202010SupremeCourt.jpg,"President Biden signed an executive order Friday establishing a commission to study whether to add seats to the Supreme Court and other reform proposals, the White House announced, fulfilling a promise he made on the campaign trail. The commission will be chaired by former White House counsel Bob Bauer and Cristina Rodriguez, a Yale law school professor and former deputy assistant attorney general, and largely consists of academics and former officials from across the political spectrum."
content/what-a-dumbass.html,'What a dumbass',files/12Punkt/8 SPORT/Basketball/202009JoshHart01.jpg,New Orleans Pelicans shooting guard Josh Hart on Tuesday mocked President Trump over his claim that protests by NBA players have caused the league's ratings to slump.
content/25-000-tage-koenigin-die-queen-adelt-spendenheld-tom-moore.html,25.000 Tage Königin: Die Queen adelt Spendenheld Tom Moore,files/12Punkt/6 MAGAZINE/Adel/202007TomMoore.jpg,Zusammen sind sie fast 200 Jahre alt: Die Queen (94) höchstpersönlich hat den britischen Weltkriegsveteranen und Rekord-Spendensammler Tom Moore (100) zum Ritter geschlagen. Wegen der Corona-Pandemie fand die Zeremonie am Freitag im Freien auf Schloss Windsor in der Nähe von London statt - unter Beachtung des Sicherheitsabstandes und bei schönstem Sommerwetter.
content/turkish-court-refuses-to-admit-us-report-as-trial-evidence.html,Turkish court refuses to admit US report as trial evidence,files/12Punkt/1 NEWSROOM/MiddleEast/04032021HaticeCengiz.jpg,"A Turkish court trying 26 Saudi nationals in absentia for the murder of Jamal Khashoggi has refused to admit as evidence a recent US intelligence report implicating the kingdom’s crown prince, Mohammed bin Salman, despite a petition from the journalist’s fiancee, Hatice Cengiz. The declassified US report released last Friday said Washington believed that Prince Mohammed approved the operation to “capture or kill” Khashoggi."
content/das-goldene-haendchen-des-harald-seiz.html,Das goldene Händchen des Harald Seiz,files/12Punkt/4 MARKETS/Gold/Karatbars/HaraldSeizSP3.jpg,"Harald Seiz hat ein goldenes Händchen: Der Chef der international tätigen Karatbars Gruppe prognostiziert seit Jahren, dass Gold die einzige sinnvolle Alternative zu Geld ist. Er hat erfolgreich mit den unterschiedlichen Goldprodukten, die in mehr als 140 Ländern reissenden Absatz finden, Karatbars zu einem der erfolgreichsten Gold-Unternehmen weltweit gemacht."
content/donald-trump-s-big-lie-is-working-may-cost-gop-votes.html,"Donald Trump's 'Big Lie' is working, may cost GOP votes",files/12Punkt/1 NEWSROOM/America/Republicans/06052021FrankLuntz.jpg,"Veteran GOP pollster Frank Luntz warned that former President Trump’s repeated assertions that the 2020 presidential election was rigged against him could hurt Republican efforts to take back the House in 2022. Luntz noted in an interview on the New York Times podcast “Sway” released Thursday that “more than two-thirds of Republicans believe that the election was stolen,” warning that a widespread and unproven belief that there was rampant fraud last November could turn Republicans off from voting in the midterm elections."
content/what-s-really-behind-the-new-york-attorney-general-s-criminal-probe.html,What’s really behind the New York Attorney General’s criminal probe,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202007TrumRepublicans.jpg,"The announcement by New York Attorney General Letitia James that her office is “actively investigating the Trump Organization in a criminal capacity” was greeted with a wave of nearly unanimous snap analysis that this spelled big trouble for former President Donald Trump and his company. But behind the scenes, many lawyers, including experienced prosecutors in New York, expressed confusion about what the move actually signifies. It turns out that James’ unusual public statement portends bad news for Trump and his family-run operation but not for the reason you likely suspect."
content/sun-exchange-wenn-aus-solarstrom-bitcoin-wird.html,Sun Exchange: Wenn aus Solarstrom Bitcoin wird,files/12Punkt/4 MARKETS/Crypto/202006SunExchange.jpg,"Die bevorstehende Energiewende verlangt neue Ideen und Lösungen in der Strominfrastruktur. Erneuerbare Energien lassen sich dabei durch dezentrale Versorgungsnetzwerken effizienter vermarkten. Die benötigte digitale Infrastruktur könnte durch die Blockchain-Technologie bereitgestellt werden. Ein Start-up aus Südafrika beweist, dass sich hierbei auch für Entwicklungsländer riesige Potenziale auftun."
content/sally-buzbee-new-executive-editor.html,Sally Buzbee new executive editor,files/12Punkt/3 BUSINESS/Media/WashingtonPost/11052021SallyBuzbee.jpg,"Sally Buzbee, executive editor and senior vice president of The Associated Press, has been named the new executive editor of The Washington Post, the paper reported on Tuesday. Buzbee will become the first woman to lead the Post’s newsroom when she begins work next month, replacing former executive editor Martin Baron, who retired in February."
content/washington-hotel-echoes-to-silence-of-missing-maga-crowd.html,Washington hotel echoes to silence of missing Maga crowd,files/12Punkt/1 NEWSROOM/America/DonaldTrump/14032021TrumpHotelWashington.jpg,"Once it was like a second White House for the Maga crowd. Now it is in danger of becoming a white elephant. Clobbered first by the coronavirus pandemic, then by its owner’s election defeat, the Trump International Hotel in Washington is reeling from a huge loss of income and prestige. For critics of the former US president, it is welcome proof of how quickly the city is moving on without him."
content/ceos-plan-new-push-on-voting-legislation.html,CEOs plan new push on voting legislation,files/12Punkt/5 COMPANIES/Unternehmen/Starbucks/11042021MellodyHobson.jpg,Dozens of chief executives and other senior leaders gathered on Zoom this weekend to plot what several said big businesses should do next about new voting laws under way in Texas and other states.
content/world-on-brink-of-fourth-wave-of-coronavirus.html,World on brink of fourth wave of coronavirus,files/12Punkt/7 24PLUS/Health/CoronaCOVID/202008Corona31.jpg,"A year after the frightening beginning of the coronavirus pandemic, the world stands on the brink of a fourth wave of infection as nations race to vaccinate their populations and stave off a new surge in hospitalizations and deaths. Total reported cases rose across the globe in the last week of February after six weeks of decline, driven in part by new, more virulent variants that transmit between people at startlingly higher rates than the initial strains out of Wuhan, China, and northern Italy."
content/judge-rules-south-carolina-restaurant-manager-owes-more-than-500k-to-worker.html,Judge rules South Carolina restaurant manager owes more than $500K to worker,files/12Punkt/1 NEWSROOM/America/BlackLifeMatters/03052021Slavery.jpg,"A judge ruled that a former South Carolina restaurant manager who forced a Black man with intellectual disabilities to work more than 100 hours a week without pay, owes the former employee more than $500,000. According to The Post and Courier, Bobby Paul Edwards, 56, is serving a 10-year prison sentence for forcing John Christopher Smith, 43, to work at J&J Cafeteria without pay."
content/yana-sizikova-arrested-in-match-fixing-investigation.html,Yana Sizikova arrested in match-fixing investigation,files/12Punkt/8 SPORT/Tennis/04062021YanaSizikova.jpg,"The Russian tennis player Yana Sizikova has been arrested in Paris by French police as part of a match-fixing investigation. Sizikova, a 26-year-old doubles specialist, was taken into custody on Thursday night in relation to an investigation dating back to October for sports corruption and organized gang fraud."
content/the-criminal-universe-of-the-alleged-cryptocurrency-g999.html,The criminal universe of the alleged cryptocurrency G999,files/12Punkt/2 INVESTIGOO/JosipHeit/10022021Alexandru.jpg,"The Romanian Alexandru Cocindau is a coward. He's afraid of getting caught. Now he has produced a fake video that is just as bad as his work as a ""blockchain evangelist"", ""entrepreneur"" and ""angel investor"" (self-promotion). Because even he was not entirely comfortable with his work, he manipulated his voice on the video – but in such a way that the simple technical capabilities of the prosecution exposed him as a character assassin."
content/liz-cheney-seen-as-merely-first-victim-of-donald-trump-election-attacks.html,Liz Cheney seen as merely first victim of Donald Trump election attacks,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202009DonaldTrumpRage13.jpg,"Former President Trump's false charge that the election was stolen has rattled the core of the GOP, sparking a nasty clash over who commands the soul of the party. The baseless claims have launched a splinter group of disgruntled Republican officials; and toppled a conservative icon, Rep. Liz Cheney (R-Wyo.), who was ejected this week from the leadership ranks."
content/lovren-und-lallana-verlassen-liverpool.html,Lovren und Lallana verlassen Liverpool,"Not Found, OR Cannot be extracted using crawler"
content/former-red-hot-chili-peppers-guitarist-dies-aged-64.html,"Former Red Hot Chili Peppers guitarist, dies aged 64",files/12Punkt/6 MAGAZINE/Music/202008JackSherman.jpg,"The former Red Hot Chili Peppers guitarist Jack Sherman has died at the age of 64. The band confirmed the news in a statement on Twitter, saying: “We of the RHCP family would like to wish Jack Sherman smooth sailing into the worlds beyond, for he has passed. Jack played on our debut album as well as our first tour of the USA."
content/gold-medalist-olympic-swimmer-recognized-amid-capitol-mob.html,Gold medalist Olympic swimmer recognized amid Capitol mob,files/12Punkt/8 SPORT/Tribune/12012021KleteKeller.jpg,"Klete Keller, a swimmer and two-time Olympic gold medal winner for the United States, was recognized by former teammates and coaches as one of the participants in the deadly pro-Trumb mob that overtook the Capitol last week."
content/pope-appoints-six-women-to-top-roles-on-vatican-council.html,Pope appoints six women to top roles on Vatican council,files/12Punkt/1 NEWSROOM/Vatican/202008PopeFrancis.jpg,"Pope Francis has appointed six women to oversee the Vatican’s finances including Ruth Kelly, the former Labour minister, in the most senior roles ever given to women within the Catholic church’s leadership."
content/a-huge-chinese-rocket-part-is-making-an-out-of-control-descent-to-earth.html,A huge Chinese rocket part is making an out-of-control descent to Earth,files/12Punkt/1 NEWSROOM/China/03052021Rocket.jpg,"An enormous rocket component that China recently launched into space is out-of-control in orbit and is expected to make a chaotic reentry into the atmosphere this week, provoking concerns about a possible impact in a populated area. The rocket debris, which is estimated to weigh more than 20 metric tons, will most likely splash down in remote ocean waters, but its current trajectory also passes over urban areas as far north as New York state and as far south as New Zealand, reports Andrew Jones of SpaceNews."
content/prosecutor-in-trump-criminal-probe-convenes-grand-jury-to-hear-evidence.html,Prosecutor in Trump criminal probe convenes grand jury to hear evidence,files/12Punkt/1 NEWSROOM/America/DonaldTrump/07032021DonaldTrump.jpg,"Manhattan's district attorney has convened the grand jury that is expected to decide whether to indict former president Donald Trump, other executives at his company or the business itself should prosecutors present the panel with criminal charges, according to two people familiar with the development. The panel was convened recently and will sit three days a week for six months. It is likely to hear several matters — not just the Trump case ­— during the duration of its term, which is longer than a traditional New York state grand-jury assignment, these people said. Like others, they spoke on the condition of anonymity to discuss an ongoing investigation. Generally, special grand juries such as this one are convened to participate in long-term matters rather than to hear evidence of crimes charged routinely."
content/ghislaine-maxwell-deposition-should-be-unsealed-quickly.html,Ghislaine Maxwell deposition should be unsealed quickly,files/12Punkt/1 NEWSROOM/America/JeffreyEpstein/202008Ghislaine.jpg,"Transcripts of interviews lawyers conducted with Ghislaine Maxwell involving her former boyfriend, the late convicted sex offender Jeffrey Epstein, should be released as soon as possible, a New York judge ordered on Tuesday."
content/vaccine-is-unlikely-by-u-s-election.html,Vaccine is ‘unlikely’ by U.S. election,"Not Found, OR Cannot be extracted using crawler",White House coronavirus advisor Dr. Anthony Fauci said Tuesday a coronavirus vaccine probably won’t be ready by the U.S. presidential election even as the Centers for Disease and Prevention asks states to ready distribution facilities by Nov. 1.
content/pentagon-forms-new-task-force.html,Pentagon forms new task force,"Not Found, OR Cannot be extracted using crawler","The Pentagon is forming a new task force to investigate UFO sightings that have been observed on several occasions by U.S. military aircraft. The creation of the Unidentified Aerial Phenomena Task Force, or UAPTF, continues an effort begun in recent years to investigate unexplained aerial incidents encountered by the U.S. military. "
content/claimed-value-of-sleepy-new-york-estate-could-come-to-haunt-donald-trump.html,Claimed value of sleepy New York estate could come to haunt Donald Trump,files/12Punkt/1 NEWSROOM/America/DonaldTrump/08032021TrumpWestchester3.jpg,"It’s sleepy by Donald Trump’s standards, but the former president’s century-old estate in New York’s Westchester County could end up being one of his bigger legal nightmares. Seven Springs, a 213-acre swath of nature surrounding a Georgian-style mansion, is a subject of two state investigations: a criminal probe by Manhattan District Attorney Cyrus Vance Jr. and a civil inquiry by New York Attorney General Letitia James. Both investigations focus on whether Trump manipulated the property’s value to reap greater tax benefits from an environmental conservation arrangement he made at the end of 2015, while running for president."
content/warren-buffett-names-greg-abel-as-next-ceo.html,Warren Buffett names Greg Abel as next CEO,files/12Punkt/1 NEWSROOM/America/WarrenBuffett/03052021GregAbel.jpg,"Billionaire investor Warren Buffett has confirmed that the vice-chairman of his Berkshire Hathaway investment conglomerate, Greg Abel, will succeed him as chief executive. The 90-year-old’s succession plan was teased out of him – apparently by accident – by his longtime business partner, 97-year-old Charlie Munger, at the company’s annual meeting over the weekend. Buffett, speaking to CNBC in an interview broadcast on Monday, confirmed the choice."
content/trump-administration-secretly-obtained-cnn-reporter-s-phone-and-email-records.html,Trump administration secretly obtained CNN reporter's phone and email records,files/12Punkt/3 BUSINESS/Media/CNN/20052021CNN.jpg,"The Trump administration secretly sought and obtained the 2017 phone and email records of a CNN correspondent, the latest instance where federal prosecutors have taken aggressive steps targeting journalists in leak investigations. The Justice Department informed CNN Pentagon correspondent Barbara Starr, in a May 13 letter, that prosecutors had obtained her phone and email records covering two months, between June 1, 2017 to July 31, 2017. The letter listed phone numbers for Starr's Pentagon extension, the CNN Pentagon booth phone number and her home and cell phones, as well as Starr's work and personal email accounts."
content/he-may-sue-his-own-niece-to-hush-up-her-tell-all.html,He may sue his own niece to hush up her tell-all,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202006TrumpFlag.jpg,"The president is reportedly considering a lawsuit over Mary Trump’s forthcoming book, while the Trump administration sued former national security adviser John Bolton on Tuesday to stop publication of his much-anticipated memoir."
content/us-economy-suffers-worst-quarter-since-the-second-world-war.html,US economy suffers worst quarter since the second world war,files/12Punkt/3 BUSINESS/Econ/202007GDPDown.jpg,"The US economy shrank by an annual rate of 32.9% between April and June, its sharpest contraction since the second world war, government figures revealed on Thursday, as more signs emerged of the coronavirus pandemic’s heavy toll on the country’s economy."
content/mcconaughey-says-he-s-seriously-considering-texas-governor-run.html,McConaughey says he's seriously considering Texas governor run,files/12Punkt/6 MAGAZINE/Movies/11032021MatthewMcConaughey.jpg,"Matthew McConaughey has announced he is “seriously considering” a run for Texas governor, a year before the state election. The actor revealed his intention on a recent episode of Crime Stoppers of Houston’s The Balanced Voice podcast on Wednesday. He told the host, Rania Mankarious, that running for governor was a “true consideration”."
content/trump-faces-a-narrow-path-to-victory-against-suspension.html,Trump faces a narrow path to victory against suspension,files/12Punkt/1 NEWSROOM/America/DonaldTrump/10042021DonaldTrump.jpg,"If former President Donald Trump manages to get back on Facebook and Instagram this month, his win will rest on a series of close calls. Facebook’s oversight board is expected to rule in the coming weeks on whether to uphold or overturn Trump’s indefinite suspension from the platforms, which the company imposed after the Jan. 6 Capitol riots over fears he might incite further violence. So far, the panel of scholars, lawyers and other outside experts has bucked Facebook’s judgment in five of the six decisions it has rendered."
content/tommy-robinson-asked-wealthy-us-backers-to-help-him-claim-asylum.html,Tommy Robinson asked wealthy US backers to help him claim asylum,files/12Punkt/1 NEWSROOM/America/TedCruz/12042021TommyRobinson.jpg,"The anti-immigration activist Tommy Robinson asked wealthy American backers to help him claim asylum in the US, the Guardian has learned, while his team approached the Republican senator Ted Cruz’s office about securing a visa. Court documents released in the US show the English Defence League founder discussed moving his family to Texas in 2019, where he would earn money by speaking at venues “including evangelical churches”."
content/trump-will-use-his-own-platform-to-return-to-social-media-after-twitter-ban.html,Trump will use 'his own platform’ to return to social media after Twitter ban,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202008TrumpAnonymus.jpg,"Donald Trump will soon use “his own platform” to return to social media, an adviser said on Sunday, months after the former president was banned from Twitter for inciting the US Capitol riot. Trump has chafed in relative silence at his Mar-a-Lago resort in Florida since losing his Twitter account and the protections and powers of office. Recently he has released short statements which many have likened to his tweets of old. Speculation has been rife that Trump might seek to create his own TV network in an attempt to prise viewers from Fox News, which was first to call the crucial state of Arizona for Joe Biden on election night, to Trump’s considerable anger."
content/stopping-trackers-in-their-tracks.html,Stopping trackers in their tracks,files/12Punkt/7 24PLUS/Education/202006EMailTracking.jpg,"Brian X. Chen, a consumer technology writer at the The New York Times, writes in to explain ways that emails can identify when and where you click, and how to dial back the tracking."
content/most-americans-want-the-people-who-invaded-the-capitol-to-be-prosecuted.html,Most Americans want the people who invaded the Capitol to be prosecuted,files/12Punkt/1 NEWSROOM/America/Capitol/27052021CapRiotsPunishment.jpg,"The US House of Representatives voted on May 19th to create an independent commission to investigate the invasion of the Capitol building on January 6th. Members voted 252 in favor of, and 175 against, the commission, which was inspired in part by a similar body that investigated the 9/11 terrorist attacks. Every Democratic member voted in favor of the bill."
content/washington-post-lifts-ban-on-reporter-from-covering-sexual-assault.html,Washington Post lifts ban on reporter from covering sexual assault,files/12Punkt/3 BUSINESS/Media/WashingtonPost/29032021WaPo2.jpg,"The Washington Post on Monday lifted a ban on breaking news reporter Felicia Sonmez, which she says had barred her from covering stories related to sexual assault and harassment after she criticized newsroom leadership. Sonmez tweeted she had been informed by her editors that the ban was being lifted on Monday afternoon."
content/donald-trump-targets-fauci-birx-in-lengthy-diatribe.html,"Donald Trump targets Fauci, Birx in lengthy diatribe",files/12Punkt/1 NEWSROOM/America/DonaldTrump/202008TrumpBirx.jpg,"Former President Trump on Monday went on a tirade against Anthony Fauci and Deborah Birx, two of his former top medical advisers on the COVID-19 pandemic, excoriating their decision-making during his administration on the day after CNN aired previews of comments by the top government health experts."
content/what-next-after-her-tearful-australian-open-exit.html,What next after her tearful Australian Open exit?,files/12Punkt/8 SPORT/Tennis/18022021SerenaWilliams.jpg,"A few hours after Serena Williams walked out of Rod Laver Arena, beaten in the late stages of a grand slam tournament once more, the Eurosport team had converged in front of the cameras to discuss the day’s play. There stood Barbara Schett, last active 15 years ago, who played against Williams three times, and via video link, Williams’s former rival Justine Henin, who retired in Melbourne 10 years ago."
content/brad-pitt-wins-joint-custody-of-kids-with-angelina-jolie.html,Brad Pitt wins joint custody of kids with Angelina Jolie,files/12Punkt/6 MAGAZINE/Movies/26052021JoliePitt.jpg,"Brad Pitt has been granted joint custody of his children with Angelina Jolie following a lengthy court battle, Page Six has learned. The Oscar winner, 57, has been fighting Jolie, 46, through the courts for nearly five years for equal rights to their six kids. A source close to the issue said it was a “tentative decision,” adding that Jolie is continuing her legal fight."
content/bargain-hunters-pounce-as-trump-condo-prices-hit-decade-lows.html,Bargain hunters pounce as Trump condo prices hit decade lows,files/12Punkt/1 NEWSROOM/America/DonaldTrump/04062021TrumpTowerChicago.jpg,"The building has stunning Manhattan skyline views, its spa offers deep-tissue massages, and the fancy restaurant off the lobby serves up prime steaks. Best of all, many apartments at the Trump World Tower are selling at a deep discount — assuming the buyer doesn’t mind the name over the door."
